State,County,Year_x,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Year_y,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.1,(4.5 13.7),8.30%,(7.7 8.9)
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Age group,18 64 years,9.5,(4.2 14.8),8.10%,(7.4 8.9)
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Total population,All ages,7.7,(3.8 11.5),8.70%,(8.1 9.3)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.1,(4.5 13.7),8.30%,(7.7 8.9)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Age group,18 64 years,9.5,(4.2 14.8),8.10%,(7.4 8.9)
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Total population,All ages,7.5,(2.8 12.2),8.70%,(8.1 9.3)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(3.3 13.8),8.30%,(7.7 8.9)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Age group,18 64 years,8.3,(2.4 14.1),8.10%,(7.4 8.9)
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,188,6,2015 2016,Current asthma prevalence,Age group,65+ years,9.9,(0.9 19.0),9.20%,(8.0 10.4)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Total population,All ages,7.5,(2.8 12.2),8.70%,(8.1 9.3)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(3.3 13.8),8.30%,(7.7 8.9)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Age group,18 64 years,8.3,(2.4 14.1),8.10%,(7.4 8.9)
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3,2015 2016,Current asthma prevalence,Age group,65+ years,9.9,(0.9 19.0),9.20%,(8.0 10.4)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Total population,All ages,5.9,(1.5 10.4),8.70%,(8.1 9.3)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.9,(2.5 11.4),8.30%,(7.7 8.9)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Age group,18 64 years,5.4,(1.8 8.9),8.10%,(7.4 8.9)
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,148,26,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Total population,All ages,5.9,(1.5 10.4),8.70%,(8.1 9.3)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.9,(2.5 11.4),8.30%,(7.7 8.9)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Age group,18 64 years,5.4,(1.8 8.9),8.10%,(7.4 8.9)
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Total population,All ages,11.4,(6.5 16.4),8.70%,(8.1 9.3)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.9,(6.3 15.6),8.30%,(7.7 8.9)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.4,(4.9 15.9),8.10%,(7.4 8.9)
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,94,0,2015 2016,Current asthma prevalence,Age group,65+ years,13.1,(0.9 25.2),9.20%,(8.0 10.4)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Total population,All ages,11.4,(6.5 16.4),8.70%,(8.1 9.3)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.9,(6.3 15.6),8.30%,(7.7 8.9)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.4,(4.9 15.9),8.10%,(7.4 8.9)
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0,2015 2016,Current asthma prevalence,Age group,65+ years,13.1,(0.9 25.2),9.20%,(8.0 10.4)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Total population,All ages,6.2,(1.1 11.3),8.70%,(8.1 9.3)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,3.7,(1.4 6.1),8.30%,(7.7 8.9)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Age group,18 64 years,3,(0.5 5.6),8.10%,(7.4 8.9)
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,106,5,2015 2016,Current asthma prevalence,Age group,65+ years,6.6,(0.7 12.6),9.20%,(8.0 10.4)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Total population,All ages,6.2,(1.1 11.3),8.70%,(8.1 9.3)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,3.7,(1.4 6.1),8.30%,(7.7 8.9)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Age group,18 64 years,3,(0.5 5.6),8.10%,(7.4 8.9)
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35,2015 2016,Current asthma prevalence,Age group,65+ years,6.6,(0.7 12.6),9.20%,(8.0 10.4)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Total population,All ages,6,(3.9 8.0),8.70%,(8.1 9.3)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.2,(3.9 8.6),8.30%,(7.7 8.9)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Age group,18 64 years,5.8,(3.3 8.3),8.10%,(7.4 8.9)
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,163,0,2015 2016,Current asthma prevalence,Age group,65+ years,8.3,(2.6 14.0),9.20%,(8.0 10.4)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Total population,All ages,6,(3.9 8.0),8.70%,(8.1 9.3)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.2,(3.9 8.6),8.30%,(7.7 8.9)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Age group,18 64 years,5.8,(3.3 8.3),8.10%,(7.4 8.9)
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0,2015 2016,Current asthma prevalence,Age group,65+ years,8.3,(2.6 14.0),9.20%,(8.0 10.4)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Total population,All ages,11.3,(6.0 16.6),8.70%,(8.1 9.3)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.4,(6.1 14.6),8.30%,(7.7 8.9)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Age group,18 64 years,7.6,(3.9 11.3),8.10%,(7.4 8.9)
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,111,0,2015 2016,Current asthma prevalence,Age group,65+ years,22.4,(6.4 38.3),9.20%,(8.0 10.4)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Total population,All ages,11.3,(6.0 16.6),8.70%,(8.1 9.3)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.4,(6.1 14.6),8.30%,(7.7 8.9)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Age group,18 64 years,7.6,(3.9 11.3),8.10%,(7.4 8.9)
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0,2015 2016,Current asthma prevalence,Age group,65+ years,22.4,(6.4 38.3),9.20%,(8.0 10.4)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Total population,All ages,7.3,(3.1 11.6),8.70%,(8.1 9.3)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9,(3.8 14.2),8.30%,(7.7 8.9)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.1,(3.8 16.3),8.10%,(7.4 8.9)
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,11,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Total population,All ages,7.3,(3.1 11.6),8.70%,(8.1 9.3)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9,(3.8 14.2),8.30%,(7.7 8.9)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.1,(3.8 16.3),8.10%,(7.4 8.9)
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Total population,All ages,7.2,(1.2 13.3),8.70%,(8.1 9.3)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10,(2.4 17.6),8.30%,(7.7 8.9)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Age group,18 64 years,10.4,(0.2 20.7),8.10%,(7.4 8.9)
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,17,2,2015 2016,Current asthma prevalence,Age group,65+ years,8.7,(2.2 15.3),9.20%,(8.0 10.4)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Total population,All ages,7.2,(1.2 13.3),8.70%,(8.1 9.3)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10,(2.4 17.6),8.30%,(7.7 8.9)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.4,(0.2 20.7),8.10%,(7.4 8.9)
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0,2015 2016,Current asthma prevalence,Age group,65+ years,8.7,(2.2 15.3),9.20%,(8.0 10.4)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Total population,All ages,13.3,(5.9 20.6),8.70%,(8.1 9.3)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,16.4,(7.4 25.4),8.30%,(7.7 8.9)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Age group,18 64 years,16,(5.3 26.8),8.10%,(7.4 8.9)
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,157,1,2015 2016,Current asthma prevalence,Age group,65+ years,18.1,(2.5 33.7),9.20%,(8.0 10.4)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Total population,All ages,13.3,(5.9 20.6),8.70%,(8.1 9.3)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,16.4,(7.4 25.4),8.30%,(7.7 8.9)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Age group,18 64 years,16,(5.3 26.8),8.10%,(7.4 8.9)
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0,2015 2016,Current asthma prevalence,Age group,65+ years,18.1,(2.5 33.7),9.20%,(8.0 10.4)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Total population,All ages,8.1,(4.5 11.6),8.70%,(8.1 9.3)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.6,(3.5 13.6),8.30%,(7.7 8.9)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Age group,18 64 years,9.1,(3.1 15.1),8.10%,(7.4 8.9)
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,94,3,2015 2016,Current asthma prevalence,Age group,65+ years,6.4,(0.3 12.6),9.20%,(8.0 10.4)
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4,2015 2016,Current asthma prevalence,Total population,All ages,8.1,(4.5 11.6),8.70%,(8.1 9.3)
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.6,(3.5 13.6),8.30%,(7.7 8.9)
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4,2015 2016,Current asthma prevalence,Age group,18 64 years,9.1,(3.1 15.1),8.10%,(7.4 8.9)
